Subject,Trial,Angle,Time,Correct,Age,Sex
11,15,100,2778,1,21,M
11,16,50,4176,1,21,M
11,17,100,5035,1,21,M
11,18,150,5399,1,21,M
11,19,50,2930,1,21,M
11,20,50,1937,1,21,M
11,21,100,3236,1,21,M
11,22,0,1575,1,21,M
11,23,0,1176,1,21,M
11,24,150,5368,1,21,M
11,25,150,2647,1,21,M
11,26,50,5275,1,21,M
11,27,50,2859,1,21,M
11,28,100,4091,1,21,M
11,29,0,1345,1,21,M
11,30,0,2533,1,21,M
11,31,150,3325,0,21,M
11,32,100,5628,1,21,M
11,33,50,7356,1,21,M
11,34,100,3642,1,21,M
11,35,150,4797,0,21,M
11,36,0,2030,1,21,M
11,37,100,4417,1,21,M
11,38,150,3433,1,21,M
11,39,0,1342,1,21,M
11,40,50,1270,1,21,M
11,41,150,6527,1,21,M
11,42,0,1325,1,21,M
11,43,100,5396,1,21,M
11,44,150,6729,1,21,M
11,45,50,1616,1,21,M
11,46,100,4217,1,21,M
11,47,0,1609,1,21,M
11,48,50,2639,1,21,M
11,49,100,3049,1,21,M
11,50,150,3681,1,21,M
11,51,0,2711,1,21,M
11,52,0,1740,1,21,M
11,53,100,3372,1,21,M
11,54,50,963,1,21,M
11,55,150,2054,1,21,M
11,56,50,2125,1,21,M
11,57,150,1760,1,21,M
11,58,100,1972,1,21,M
11,59,150,5673,1,21,M
11,61,0,1703,1,21,M
11,62,0,1295,1,21,M
11,63,50,1086,1,21,M
11,64,50,2183,1,21,M
11,65,150,2208,1,21,M
11,66,0,1347,1,21,M
11,67,150,5904,1,21,M
11,68,0,2773,1,21,M
11,69,50,1333,1,21,M
11,70,50,1726,1,21,M
11,71,100,2380,1,21,M
11,72,100,5672,1,21,M
11,73,100,2970,1,21,M
11,74,100,3307,1,21,M
11,75,150,6274,0,21,M
11,76,0,2292,1,21,M
11,77,0,2073,1,21,M
11,78,50,1528,1,21,M
11,79,50,1692,1,21,M
11,80,150,6458,1,21,M
11,81,50,6253,1,21,M
11,82,0,950,1,21,M
11,83,150,2869,1,21,M
11,84,50,2005,1,21,M
11,85,100,3645,1,21,M
11,86,0,2607,1,21,M
11,87,150,3211,0,21,M
11,89,100,4031,1,21,M
11,90,50,1671,1,21,M
11,91,0,1404,1,21,M
11,92,150,2720,0,21,M
11,93,150,2620,1,21,M
11,94,50,2134,1,21,M
11,95,100,2399,1,21,M
11,96,0,2129,1,21,M
42,1,0,2205,1,28,M
42,2,150,2270,1,28,M
42,3,150,1757,1,28,M
42,4,100,3663,1,28,M
42,5,50,2197,1,28,M
42,6,50,1583,1,28,M
42,7,100,1901,0,28,M
42,8,0,2395,1,28,M
42,9,150,7257,1,28,M
42,10,150,3722,1,28,M
42,11,50,1965,1,28,M
42,12,0,2003,1,28,M
42,13,0,1649,1,28,M
42,14,100,2686,1,28,M
42,15,100,2611,0,28,M
42,16,50,4375,0,28,M
42,17,100,2444,1,28,M
42,18,150,4074,0,28,M
42,19,50,3211,1,28,M
42,20,50,1575,1,28,M
42,21,100,1953,1,28,M
42,22,0,2588,1,28,M
42,23,0,4327,1,28,M
42,24,150,2922,1,28,M
42,25,150,4404,1,28,M
42,26,50,2038,1,28,M
42,27,50,2104,1,28,M
42,28,100,3422,1,28,M
42,29,0,1448,1,28,M
42,30,0,2359,1,28,M
42,31,150,4509,1,28,M
42,32,100,4421,1,28,M
42,33,50,1469,1,28,M
42,34,100,3887,1,28,M
42,35,150,6079,1,28,M
42,36,0,1421,1,28,M
42,37,100,4345,1,28,M
42,38,150,3924,1,28,M
42,39,0,2386,1,28,M
42,40,50,1192,1,28,M
42,41,150,3168,1,28,M
42,42,0,1885,1,28,M
42,43,100,3126,1,28,M
42,44,150,2528,1,28,M
42,45,50,1417,1,28,M
42,46,100,2253,1,28,M
42,47,0,1444,1,28,M
42,48,50,2868,1,28,M
42,49,100,1499,1,28,M
42,50,150,1766,1,28,M
42,51,0,1450,1,28,M
42,52,0,1538,1,28,M
42,53,100,3575,1,28,M
42,54,50,1074,1,28,M
42,55,150,3933,1,28,M
42,56,50,1537,1,28,M
42,57,150,1215,1,28,M
42,58,100,5474,1,28,M
42,59,150,2103,1,28,M
42,60,100,2622,1,28,M
42,61,0,1269,1,28,M
42,62,0,1910,1,28,M
42,63,50,2203,1,28,M
42,64,50,2095,1,28,M
42,65,150,1774,1,28,M
42,66,0,1585,1,28,M
42,67,150,3076,1,28,M
42,68,0,1570,1,28,M
42,69,50,1990,1,28,M
42,70,50,1570,1,28,M
42,71,100,2271,1,28,M
42,72,100,5183,1,28,M
42,73,100,2283,1,28,M
42,74,100,2056,1,28,M
42,75,150,4546,1,28,M
42,76,0,2784,1,28,M
42,77,0,4371,1,28,M
42,78,50,6574,0,28,M
42,79,50,1258,1,28,M
42,80,150,4483,1,28,M
42,81,50,3224,1,28,M
42,82,0,1155,1,28,M
42,83,150,1474,1,28,M
42,84,50,2201,1,28,M
42,85,100,1460,1,28,M
42,86,0,1754,1,28,M
42,87,150,1561,0,28,M
42,88,100,2044,1,28,M
42,89,100,1741,1,28,M
42,90,50,2361,1,28,M
42,91,0,1173,1,28,M
42,92,150,2900,1,28,M
42,93,150,4222,1,28,M
42,94,50,1560,1,28,M
42,95,100,1847,1,28,M
42,96,0,5854,1,28,M
32,1,0,6150,1,24,F
32,2,150,4895,1,24,F
32,3,150,2134,1,24,F
32,4,100,4117,1,24,F
32,5,50,3010,1,24,F
32,6,50,4412,1,24,F
32,8,0,1782,1,24,F
32,9,150,3708,1,24,F
32,10,150,3272,1,24,F
32,11,50,3692,1,24,F
32,12,0,2915,1,24,F
32,13,0,1470,1,24,F
32,14,100,2417,1,24,F
32,15,100,4307,1,24,F
32,16,50,2744,1,24,F
32,17,100,3646,1,24,F
32,18,150,2289,1,24,F
32,19,50,2609,1,24,F
32,20,50,1947,1,24,F
32,21,100,3525,1,24,F
32,22,0,1747,1,24,F
32,23,0,2135,1,24,F
32,24,150,2745,1,24,F
32,25,150,4276,1,24,F
32,26,50,2154,1,24,F
32,27,50,1736,1,24,F
32,28,100,3319,1,24,F
32,29,0,1588,1,24,F
32,30,0,2327,1,24,F
32,31,150,2682,0,24,F
32,32,100,2687,1,24,F
32,33,50,1622,1,24,F
32,34,100,1951,1,24,F
32,35,150,3053,1,24,F
32,36,0,2423,1,24,F
32,37,100,3256,1,24,F
32,38,150,2985,1,24,F
32,39,0,1285,1,24,F
32,40,50,2589,0,24,F
32,41,150,3976,0,24,F
32,42,0,2180,1,24,F
32,43,100,2368,1,24,F
32,44,150,3292,1,24,F
32,45,50,3158,1,24,F
32,46,100,3417,1,24,F
32,47,0,1132,1,24,F
32,48,50,1289,1,24,F
32,49,100,4102,1,24,F
32,50,150,2171,1,24,F
32,51,0,1150,1,24,F
32,52,0,2124,1,24,F
32,53,100,3386,1,24,F
32,54,50,1451,1,24,F
32,55,150,2214,1,24,F
32,56,50,1255,1,24,F
32,57,150,1336,1,24,F
32,58,100,2982,1,24,F
32,59,150,2122,1,24,F
32,60,100,2192,1,24,F
32,61,0,946,1,24,F
32,62,0,2160,1,24,F
32,63,50,2250,1,24,F
32,64,50,1644,1,24,F
32,65,150,3303,1,24,F
32,66,0,1636,1,24,F
32,67,150,2631,1,24,F
32,68,0,4490,1,24,F
32,69,50,3394,1,24,F
32,70,50,1250,1,24,F
32,71,100,2107,1,24,F
32,72,100,4020,1,24,F
32,73,100,2055,1,24,F
32,74,100,3038,1,24,F
32,75,150,3376,1,24,F
32,76,0,6773,1,24,F
32,77,0,1113,1,24,F
32,78,50,1673,1,24,F
32,79,50,3582,1,24,F
32,80,150,3363,0,24,F
32,81,50,2400,1,24,F
32,82,0,899,1,24,F
32,83,150,2050,1,24,F
32,84,50,3074,0,24,F
32,85,100,1762,1,24,F
32,86,0,2014,1,24,F
32,87,150,2498,1,24,F
32,88,100,1880,1,24,F
32,89,100,3001,1,24,F
32,90,50,1612,1,24,F
32,91,0,947,1,24,F
32,92,150,2162,1,24,F
32,93,150,2853,1,24,F
32,94,50,2398,1,24,F
32,95,100,2268,1,24,F
32,96,0,2283,1,24,F
15,1,0,1764,1,21,M
15,2,150,1998,1,21,M
15,3,150,2377,1,21,M
15,4,100,4865,1,21,M
15,5,50,3612,1,21,M
15,6,50,1884,1,21,M
15,7,100,2830,0,21,M
15,8,0,1526,1,21,M
15,9,150,2940,1,21,M
15,10,150,3888,1,21,M
15,12,0,2554,1,21,M
15,13,0,1524,1,21,M
15,14,100,3677,1,21,M
15,15,100,1771,1,21,M
15,16,50,2375,1,21,M
15,17,100,2115,1,21,M
15,18,150,2472,1,21,M
15,19,50,2234,1,21,M
15,20,50,1884,1,21,M
15,21,100,2323,1,21,M
15,22,0,3417,1,21,M
15,23,0,1440,1,21,M
15,24,150,3749,1,21,M
15,25,150,2527,1,21,M
15,26,50,2445,1,21,M
15,27,50,1971,1,21,M
15,28,100,3757,1,21,M
15,29,0,1498,1,21,M
15,30,0,1735,1,21,M
15,31,150,4407,1,21,M
15,32,100,1651,1,21,M
15,33,50,1858,1,21,M
15,34,100,2339,1,21,M
15,35,150,3370,1,21,M
15,36,0,1431,1,21,M
15,37,100,2127,1,21,M
15,38,150,2539,1,21,M
15,39,0,1408,1,21,M
15,40,50,1956,1,21,M
15,41,150,2280,1,21,M
15,42,0,3423,1,21,M
15,43,100,3050,1,21,M
15,44,150,1517,0,21,M
15,45,50,1595,1,21,M
15,46,100,4173,1,21,M
15,47,0,1040,1,21,M
15,48,50,1802,1,21,M
15,49,100,1716,1,21,M
15,50,150,3007,1,21,M
15,51,0,1263,1,21,M
15,52,0,1160,1,21,M
15,53,100,1680,0,21,M
15,54,50,1339,1,21,M
15,55,150,4146,1,21,M
15,56,50,1070,1,21,M
15,57,150,2062,1,21,M
15,58,100,2919,1,21,M
15,59,150,1477,1,21,M
15,60,100,3437,1,21,M
15,61,0,1037,1,21,M
15,62,0,2047,1,21,M
15,63,50,1791,1,21,M
15,64,50,1363,1,21,M
15,65,150,2064,1,21,M
15,66,0,1200,1,21,M
15,67,150,2026,1,21,M
15,68,0,1667,1,21,M
15,69,50,1446,1,21,M
15,70,50,901,1,21,M
15,71,100,1460,1,21,M
15,72,100,4853,1,21,M
15,73,100,1752,1,21,M
15,74,100,1561,1,21,M
15,75,150,2841,1,21,M
15,76,0,3062,1,21,M
15,77,0,1577,1,21,M
15,78,50,5429,1,21,M
15,79,50,1493,1,21,M
15,80,150,2324,0,21,M
15,81,50,2370,0,21,M
15,82,0,1727,1,21,M
15,83,150,2525,1,21,M
15,84,50,1305,1,21,M
15,85,100,1767,1,21,M
15,86,0,4213,1,21,M
15,87,150,3191,1,21,M
15,88,100,3115,1,21,M
15,89,100,3291,1,21,M
15,90,50,1296,1,21,M
15,91,0,839,1,21,M
15,92,150,3512,0,21,M
15,93,150,4780,1,21,M
15,94,50,1233,1,21,M
15,95,100,1318,1,21,M
15,96,0,3019,1,21,M
23,1,0,1683,1,18,M
23,2,150,1719,1,18,M
23,3,150,2020,1,18,M
23,4,100,1888,1,18,M
23,5,50,1518,1,18,M
23,6,50,1723,1,18,M
23,7,100,2488,1,18,M
23,8,0,1245,1,18,M
23,9,150,1895,1,18,M
23,10,150,2022,0,18,M
23,11,50,3031,1,18,M
23,12,0,1675,1,18,M
23,13,0,1024,1,18,M
23,14,100,3068,1,18,M
23,15,100,1827,1,18,M
23,16,50,1468,1,18,M
23,17,100,1918,1,18,M
23,18,150,3701,1,18,M
23,19,50,2197,1,18,M
23,20,50,1655,1,18,M
23,21,100,3158,1,18,M
23,22,0,2706,1,18,M
23,23,0,1000,1,18,M
23,24,150,1918,1,18,M
23,25,150,2969,0,18,M
23,26,50,2115,1,18,M
23,27,50,2460,0,18,M
23,28,100,2350,0,18,M
23,29,0,983,1,18,M
23,30,0,1342,1,18,M
23,31,150,3769,0,18,M
23,32,100,1723,1,18,M
23,33,50,1990,0,18,M
23,34,100,2810,1,18,M
23,35,150,2350,0,18,M
23,36,0,2055,0,18,M
23,37,100,2844,0,18,M
23,38,150,2714,1,18,M
23,39,0,1084,1,18,M
23,40,50,1058,1,18,M
23,41,150,2713,1,18,M
23,42,0,1023,1,18,M
23,43,100,2770,1,18,M
23,44,150,2413,1,18,M
23,45,50,1506,1,18,M
23,46,100,2622,0,18,M
23,47,0,1159,1,18,M
23,48,50,1901,1,18,M
23,49,100,1610,1,18,M
23,50,150,1973,1,18,M
23,51,0,1078,1,18,M
23,52,0,1024,1,18,M
23,53,100,3017,0,18,M
23,54,50,1553,1,18,M
23,55,150,2951,1,18,M
23,56,50,1729,1,18,M
23,57,150,994,1,18,M
23,58,100,3067,1,18,M
23,59,150,2131,1,18,M
23,60,100,2617,1,18,M
23,61,0,1692,1,18,M
23,62,0,738,1,18,M
23,63,50,984,1,18,M
23,64,50,1461,1,18,M
23,65,150,2092,1,18,M
23,66,0,1314,1,18,M
23,67,150,3407,1,18,M
23,68,0,1092,1,18,M
23,69,50,2532,1,18,M
23,70,50,2288,1,18,M
23,71,100,2798,1,18,M
23,72,100,1515,1,18,M
23,73,100,1993,1,18,M
23,74,100,2475,1,18,M
23,75,150,2058,1,18,M
23,76,0,2435,1,18,M
23,77,0,1248,1,18,M
23,78,50,3893,0,18,M
23,79,50,1624,0,18,M
23,80,150,3827,1,18,M
23,81,50,3595,0,18,M
23,82,0,928,1,18,M
23,83,150,2735,1,18,M
23,84,50,2269,1,18,M
23,85,100,2677,0,18,M
23,86,0,4197,1,18,M
23,87,150,2393,1,18,M
23,88,100,2492,1,18,M
23,89,100,2210,1,18,M
23,90,50,3307,1,18,M
23,91,0,1041,1,18,M
23,92,150,1620,1,18,M
23,93,150,4554,1,18,M
23,94,50,1665,1,18,M
23,95,100,2781,1,18,M
23,96,0,4134,1,18,M
36,1,0,2733,1,18,F
36,2,150,2313,1,18,F
36,3,150,2248,0,18,F
36,4,100,3640,1,18,F
36,5,50,2674,0,18,F
36,6,50,1859,1,18,F
36,7,100,2614,1,18,F
36,8,0,1587,1,18,F
36,9,150,4480,1,18,F
36,10,150,2446,1,18,F
36,11,50,2562,1,18,F
36,12,0,1446,1,18,F
36,13,0,1301,1,18,F
36,14,100,2700,1,18,F
36,15,100,2296,1,18,F
36,16,50,1941,0,18,F
36,17,100,1775,1,18,F
36,18,150,1687,1,18,F
36,19,50,2429,1,18,F
36,20,50,1644,1,18,F
36,21,100,2325,1,18,F
36,22,0,1761,1,18,F
36,23,0,1109,1,18,F
36,24,150,3535,1,18,F
36,25,150,3553,1,18,F
36,26,50,2180,1,18,F
36,27,50,1458,1,18,F
36,28,100,2001,1,18,F
36,29,0,1081,1,18,F
36,30,0,2343,1,18,F
36,31,150,4065,1,18,F
36,32,100,3188,1,18,F
36,33,50,2673,1,18,F
36,34,100,2572,1,18,F
36,35,150,4624,1,18,F
36,36,0,1719,1,18,F
36,37,100,4689,1,18,F
36,38,150,4391,0,18,F
36,39,0,1162,1,18,F
36,40,50,1470,1,18,F
36,41,150,4128,1,18,F
36,42,0,1204,1,18,F
36,43,100,4111,1,18,F
36,44,150,2728,0,18,F
36,45,50,1245,1,18,F
36,46,100,2071,1,18,F
36,47,0,1390,1,18,F
36,48,50,3024,1,18,F
36,49,100,1828,1,18,F
36,50,150,2453,1,18,F
36,51,0,1255,1,18,F
36,52,0,1125,1,18,F
36,53,100,2900,1,18,F
36,54,50,1705,1,18,F
36,55,150,6553,1,18,F
36,56,50,1206,1,18,F
36,57,150,2896,1,18,F
36,58,100,3775,1,18,F
36,59,150,2108,1,18,F
36,60,100,2369,1,18,F
36,61,0,973,1,18,F
36,62,0,1168,1,18,F
36,63,50,3365,1,18,F
36,64,50,1488,1,18,F
36,65,150,2887,1,18,F
36,66,0,974,1,18,F
36,67,150,3651,1,18,F
36,68,0,1205,1,18,F
36,69,50,1957,1,18,F
36,70,50,1725,1,18,F
36,71,100,2036,1,18,F
36,72,100,4041,1,18,F
36,73,100,1553,1,18,F
36,74,100,2091,1,18,F
36,75,150,3225,1,18,F
36,76,0,2023,1,18,F
36,77,0,1608,1,18,F
36,78,50,3799,1,18,F
36,79,50,1087,1,18,F
36,80,150,1701,1,18,F
36,81,50,2352,1,18,F
36,82,0,1046,1,18,F
36,83,150,2609,1,18,F
36,84,50,2242,1,18,F
36,85,100,3251,1,18,F
36,86,0,1766,1,18,F
36,87,150,3944,1,18,F
36,88,100,3521,1,18,F
36,89,100,3428,1,18,F
36,90,50,1599,1,18,F
36,91,0,1176,1,18,F
36,92,150,3449,1,18,F
36,93,150,1579,1,18,F
36,94,50,1417,1,18,F
36,95,100,1380,1,18,F
36,96,0,4526,1,18,F
48,1,0,3954,1,18,F
48,2,150,6320,1,18,F
48,3,150,2662,1,18,F
48,4,100,6871,1,18,F
48,5,50,5353,1,18,F
48,6,50,2162,1,18,F
48,7,100,5114,1,18,F
48,8,0,1262,1,18,F
48,10,150,4965,1,18,F
48,11,50,5828,1,18,F
48,12,0,1376,1,18,F
48,13,0,974,1,18,F
48,14,100,3230,1,18,F
48,15,100,3150,1,18,F
48,16,50,3275,1,18,F
48,17,100,2891,1,18,F
48,18,150,2698,1,18,F
48,19,50,1723,1,18,F
48,20,50,1711,1,18,F
48,21,100,1709,1,18,F
48,22,0,1434,1,18,F
48,23,0,1163,1,18,F
48,24,150,4547,1,18,F
48,26,50,4052,0,18,F
48,27,50,2363,0,18,F
48,28,100,2865,1,18,F
48,29,0,843,1,18,F
48,30,0,2533,1,18,F
48,31,150,4089,0,18,F
48,32,100,4961,1,18,F
48,33,50,1756,1,18,F
48,34,100,4040,1,18,F
48,35,150,3146,1,18,F
48,36,0,4129,1,18,F
48,37,100,2047,1,18,F
48,38,150,3103,1,18,F
48,39,0,926,1,18,F
48,40,50,1292,1,18,F
48,41,150,3682,1,18,F
48,42,0,1250,1,18,F
48,43,100,4107,1,18,F
48,44,150,3996,1,18,F
48,45,50,2485,1,18,F
48,46,100,4126,1,18,F
48,47,0,1623,1,18,F
48,48,50,5465,1,18,F
48,49,100,2636,1,18,F
48,50,150,2891,1,18,F
48,51,0,1088,1,18,F
48,52,0,1625,1,18,F
48,53,100,1418,0,18,F
48,54,50,1274,1,18,F
48,55,150,2147,0,18,F
48,56,50,1191,1,18,F
48,57,150,1642,1,18,F
48,58,100,2298,1,18,F
48,59,150,1995,1,18,F
48,60,100,4051,1,18,F
48,61,0,988,1,18,F
48,62,0,905,1,18,F
48,63,50,1272,1,18,F
48,64,50,1607,1,18,F
48,65,150,3342,1,18,F
48,66,0,1053,1,18,F
48,67,150,1926,1,18,F
48,68,0,2348,1,18,F
48,69,50,1393,1,18,F
48,70,50,1619,1,18,F
48,71,100,1621,1,18,F
48,72,100,2196,1,18,F
48,73,100,1500,1,18,F
48,74,100,1607,1,18,F
48,75,150,2482,1,18,F
48,76,0,1634,1,18,F
