Subject,Trial,Angle,Time,Correct,Age,Sex
48,77,0,1134,1,18,F
48,78,50,1845,0,18,F
48,79,50,1457,1,18,F
48,80,150,2228,0,18,F
48,81,50,3292,1,18,F
48,82,0,836,1,18,F
48,83,150,2613,1,18,F
48,84,50,2801,0,18,F
48,85,100,3553,1,18,F
48,86,0,1560,1,18,F
48,87,150,3332,1,18,F
48,88,100,3235,1,18,F
48,89,100,3065,1,18,F
48,90,50,2565,1,18,F
48,91,0,1039,1,18,F
48,92,150,2461,1,18,F
48,93,150,3205,1,18,F
48,94,50,1230,1,18,F
48,95,100,1957,1,18,F
48,96,0,1471,1,18,F
44,1,0,4159,1,18,M
44,3,150,4932,1,18,M
44,4,100,6622,1,18,M
44,5,50,4998,0,18,M
44,6,50,6562,1,18,M
44,8,0,3750,1,18,M
44,9,150,5316,1,18,M
44,10,150,5217,1,18,M
44,11,50,5579,1,18,M
44,12,0,5002,1,18,M
44,13,0,3856,1,18,M
44,14,100,5652,1,18,M
44,15,100,4642,1,18,M
44,16,50,6036,1,18,M
44,17,100,7041,1,18,M
44,18,150,5535,1,18,M
44,19,50,3314,1,18,M
44,20,50,4453,1,18,M
44,21,100,5443,1,18,M
44,22,0,3845,0,18,M
44,23,0,5173,1,18,M
44,25,150,7186,1,18,M
44,26,50,6914,1,18,M
44,27,50,5334,1,18,M
44,28,100,6676,1,18,M
44,29,0,3017,1,18,M
44,30,0,1957,1,18,M
44,31,150,7466,0,18,M
44,32,100,3732,1,18,M
44,33,50,4601,1,18,M
44,34,100,5389,1,18,M
44,35,150,5496,1,18,M
44,36,0,1995,1,18,M
44,37,100,4315,1,18,M
44,38,150,5216,0,18,M
44,39,0,5397,1,18,M
44,40,50,4877,1,18,M
44,42,0,3677,1,18,M
44,43,100,3613,1,18,M
44,44,150,2583,0,18,M
44,45,50,4205,1,18,M
44,46,100,6776,1,18,M
44,47,0,3050,1,18,M
44,48,50,3661,1,18,M
44,49,100,6597,1,18,M
44,50,150,3167,0,18,M
44,51,0,2331,1,18,M
44,52,0,1759,1,18,M
44,53,100,6476,1,18,M
44,54,50,1365,1,18,M
44,55,150,5136,1,18,M
44,56,50,2262,1,18,M
44,57,150,5479,1,18,M
44,58,100,4447,1,18,M
44,59,150,3624,1,18,M
44,60,100,3880,1,18,M
44,61,0,1449,1,18,M
44,62,0,1785,1,18,M
44,63,50,5555,1,18,M
44,64,50,6034,1,18,M
44,65,150,6723,1,18,M
44,66,0,2675,1,18,M
44,67,150,2537,1,18,M
44,68,0,4960,1,18,M
44,70,50,5170,1,18,M
44,71,100,4791,1,18,M
44,72,100,5420,1,18,M
44,73,100,2689,1,18,M
44,74,100,3553,1,18,M
44,75,150,2568,1,18,M
44,76,0,3293,1,18,M
44,77,0,4637,1,18,M
44,78,50,5660,1,18,M
44,79,50,4167,1,18,M
44,80,150,6722,0,18,M
44,81,50,5290,1,18,M
44,82,0,1150,1,18,M
44,83,150,6646,1,18,M
44,84,50,1830,1,18,M
44,85,100,3247,1,18,M
44,86,0,2305,1,18,M
44,87,150,4758,1,18,M
44,88,100,4876,1,18,M
44,89,100,5161,1,18,M
44,90,50,1390,1,18,M
44,91,0,1953,1,18,M
44,92,150,3245,1,18,M
44,93,150,4951,1,18,M
44,94,50,3251,1,18,M
44,95,100,2688,1,18,M
44,96,0,4735,0,18,M
28,1,0,1894,1,19,F
28,2,150,3015,1,19,F
28,3,150,2359,1,19,F
28,4,100,1638,0,19,F
28,5,50,2807,1,19,F
28,6,50,3106,1,19,F
28,7,100,2361,1,19,F
28,8,0,1200,1,19,F
28,9,150,4306,1,19,F
28,10,150,3367,1,19,F
28,11,50,1996,0,19,F
28,12,0,1177,1,19,F
28,13,0,1342,1,19,F
28,14,100,4265,1,19,F
28,15,100,2960,1,19,F
28,16,50,2364,1,19,F
28,17,100,3866,1,19,F
28,18,150,2771,1,19,F
28,19,50,2055,1,19,F
28,20,50,1912,1,19,F
28,21,100,2077,1,19,F
28,22,0,1908,1,19,F
28,23,0,1010,1,19,F
28,24,150,6103,1,19,F
28,25,150,2188,1,19,F
28,26,50,4082,1,19,F
28,27,50,5328,0,19,F
28,28,100,2839,1,19,F
28,29,0,1367,1,19,F
28,30,0,2381,1,19,F
28,31,150,3160,1,19,F
28,32,100,6668,1,19,F
28,33,50,2813,1,19,F
28,34,100,6993,1,19,F
28,35,150,4764,1,19,F
28,36,0,2296,1,19,F
28,37,100,2840,1,19,F
28,38,150,3265,1,19,F
28,39,0,1578,1,19,F
28,40,50,1789,1,19,F
28,41,150,2976,1,19,F
28,42,0,2221,1,19,F
28,43,100,3607,1,19,F
28,44,150,2818,1,19,F
28,45,50,2246,1,19,F
28,46,100,2182,1,19,F
28,47,0,1088,1,19,F
28,48,50,1890,1,19,F
28,49,100,2124,1,19,F
28,50,150,1914,1,19,F
28,51,0,888,1,19,F
28,52,0,1152,1,19,F
28,53,100,2558,1,19,F
28,54,50,1080,1,19,F
28,55,150,4682,0,19,F
28,56,50,1176,1,19,F
28,57,150,1097,1,19,F
28,58,100,3443,1,19,F
28,59,150,1972,1,19,F
28,60,100,2720,1,19,F
28,61,0,885,1,19,F
28,62,0,2565,1,19,F
28,63,50,1177,1,19,F
28,64,50,1600,1,19,F
28,65,150,1992,0,19,F
28,66,0,1019,1,19,F
28,67,150,1767,1,19,F
28,68,0,843,1,19,F
28,69,50,1638,1,19,F
28,70,50,989,1,19,F
28,71,100,1304,1,19,F
28,72,100,1713,1,19,F
28,73,100,1262,1,19,F
28,74,100,1262,1,19,F
28,75,150,1510,1,19,F
28,76,0,2372,1,19,F
28,77,0,2399,1,19,F
28,78,50,3835,1,19,F
28,79,50,1236,1,19,F
28,80,150,2814,1,19,F
28,81,50,3954,1,19,F
28,82,0,784,1,19,F
28,83,150,3212,1,19,F
28,84,50,6181,1,19,F
28,85,100,3873,1,19,F
28,86,0,3169,1,19,F
28,87,150,3204,1,19,F
28,88,100,2840,1,19,F
28,89,100,1667,1,19,F
28,90,50,1338,1,19,F
28,91,0,733,1,19,F
28,92,150,2541,1,19,F
28,93,150,3392,0,19,F
28,94,50,1940,1,19,F
28,95,100,1740,1,19,F
28,96,0,4048,1,19,F
51,1,0,4607,0,20,F
51,2,150,7330,1,20,F
51,3,150,4689,0,20,F
51,4,100,5549,1,20,F
51,5,50,2961,1,20,F
51,6,50,1658,1,20,F
51,7,100,2243,1,20,F
51,8,0,1746,1,20,F
51,9,150,6125,1,20,F
51,10,150,2658,0,20,F
51,11,50,2597,1,20,F
51,12,0,3148,0,20,F
51,13,0,1098,1,20,F
51,14,100,1957,1,20,F
51,15,100,2956,0,20,F
51,16,50,2866,1,20,F
51,17,100,2767,1,20,F
51,18,150,2440,0,20,F
51,19,50,2478,1,20,F
51,20,50,1674,1,20,F
51,21,100,3296,0,20,F
51,22,0,1583,0,20,F
51,23,0,2269,1,20,F
51,24,150,2778,1,20,F
51,25,150,2221,0,20,F
51,26,50,1885,1,20,F
51,27,50,2915,1,20,F
51,28,100,4877,0,20,F
51,29,0,1146,1,20,F
51,30,0,1346,1,20,F
51,31,150,981,1,20,F
51,32,100,2394,1,20,F
51,33,50,2033,1,20,F
51,34,100,4715,1,20,F
51,35,150,3940,0,20,F
51,36,0,1840,1,20,F
51,37,100,2756,0,20,F
51,38,150,2010,1,20,F
51,39,0,1979,1,20,F
51,40,50,2361,1,20,F
51,41,150,2442,1,20,F
51,42,0,1677,0,20,F
51,43,100,3928,0,20,F
51,44,150,3062,1,20,F
51,45,50,1776,1,20,F
51,46,100,1904,1,20,F
51,47,0,1074,1,20,F
51,48,50,1451,0,20,F
51,49,100,3455,1,20,F
51,50,150,2471,1,20,F
51,51,0,1020,1,20,F
51,52,0,1409,1,20,F
51,53,100,2855,1,20,F
51,54,50,2804,1,20,F
51,55,150,2190,1,20,F
51,56,50,1265,1,20,F
51,57,150,1119,1,20,F
51,58,100,1770,1,20,F
51,59,150,1627,1,20,F
51,60,100,2700,1,20,F
51,61,0,1329,1,20,F
51,62,0,1774,1,20,F
51,63,50,2788,1,20,F
51,64,50,1440,1,20,F
51,65,150,1777,1,20,F
51,66,0,1185,1,20,F
51,67,150,2541,1,20,F
51,68,0,1124,1,20,F
51,69,50,1743,1,20,F
51,70,50,1035,1,20,F
51,71,100,1634,1,20,F
51,72,100,2145,0,20,F
51,73,100,2047,1,20,F
51,74,100,1656,1,20,F
51,75,150,1692,1,20,F
51,76,0,1511,1,20,F
51,77,0,2376,1,20,F
51,78,50,2759,1,20,F
51,79,50,1265,1,20,F
51,80,150,1312,1,20,F
51,81,50,2787,1,20,F
51,82,0,970,1,20,F
51,83,150,1244,1,20,F
51,84,50,1492,1,20,F
51,85,100,2142,0,20,F
51,86,0,1516,0,20,F
51,87,150,2748,1,20,F
51,88,100,1953,1,20,F
51,89,100,1887,1,20,F
51,90,50,1186,1,20,F
51,91,0,794,1,20,F
51,92,150,1121,0,20,F
51,93,150,1112,1,20,F
51,94,50,1673,1,20,F
51,95,100,1165,1,20,F
51,96,0,1449,1,20,F
3,1,0,1394,1,22,M
3,2,150,2499,1,22,M
3,3,150,2026,1,22,M
3,4,100,3996,1,22,M
3,5,50,2062,1,22,M
3,6,50,1598,1,22,M
3,7,100,4838,0,22,M
3,8,0,1378,1,22,M
3,9,150,2814,1,22,M
3,10,150,2601,1,22,M
3,11,50,2099,1,22,M
3,12,0,1780,1,22,M
3,13,0,1102,1,22,M
3,14,100,2908,1,22,M
3,15,100,1730,1,22,M
3,16,50,2425,1,22,M
3,17,100,1987,1,22,M
3,18,150,2006,1,22,M
3,19,50,1513,1,22,M
3,20,50,1391,1,22,M
3,21,100,2161,1,22,M
3,22,0,1238,0,22,M
3,23,0,1085,1,22,M
3,24,150,4456,1,22,M
3,25,150,4213,1,22,M
3,26,50,2338,1,22,M
3,27,50,2246,1,22,M
3,28,100,6278,0,22,M
3,29,0,1172,1,22,M
3,30,0,2101,1,22,M
3,31,150,4120,1,22,M
3,32,100,4239,1,22,M
3,33,50,1374,1,22,M
3,34,100,3811,0,22,M
3,37,100,3664,0,22,M
3,38,150,1987,1,22,M
3,39,0,1114,1,22,M
3,40,50,3161,1,22,M
3,41,150,2274,1,22,M
3,42,0,1415,1,22,M
3,43,100,3012,1,22,M
3,44,150,1653,1,22,M
3,45,50,1776,1,22,M
3,46,100,2653,0,22,M
3,47,0,1273,1,22,M
3,48,50,1668,1,22,M
3,49,100,1404,1,22,M
3,50,150,2425,1,22,M
3,51,0,1192,1,22,M
3,52,0,2017,1,22,M
3,53,100,3413,1,22,M
3,54,50,1507,1,22,M
3,55,150,2686,0,22,M
3,56,50,1133,1,22,M
3,57,150,1635,1,22,M
3,58,100,2908,1,22,M
3,59,150,1802,1,22,M
3,60,100,3373,1,22,M
3,61,0,894,1,22,M
3,62,0,2735,1,22,M
3,63,50,1724,1,22,M
3,64,50,1216,1,22,M
3,65,150,2052,1,22,M
3,66,0,1781,1,22,M
3,67,150,3215,0,22,M
3,68,0,3247,1,22,M
3,69,50,1997,1,22,M
3,70,50,1325,1,22,M
3,71,100,1394,1,22,M
3,72,100,2970,1,22,M
3,73,100,1604,1,22,M
3,74,100,2364,1,22,M
3,75,150,3273,1,22,M
3,76,0,2243,1,22,M
3,77,0,1283,1,22,M
3,78,50,2769,1,22,M
3,79,50,2052,1,22,M
3,80,150,2670,0,22,M
3,81,50,1598,1,22,M
3,82,0,985,1,22,M
3,83,150,2374,1,22,M
3,84,50,2597,1,22,M
3,85,100,2977,1,22,M
3,86,0,2644,1,22,M
3,87,150,1845,1,22,M
3,88,100,2583,1,22,M
3,89,100,1915,1,22,M
3,90,50,1175,1,22,M
3,91,0,918,1,22,M
3,92,150,2730,0,22,M
3,93,150,2196,1,22,M
3,94,50,1953,1,22,M
3,95,100,1336,1,22,M
3,96,0,3396,1,22,M
38,1,0,5814,1,22,F
38,2,150,5351,1,22,F
38,3,150,4852,1,22,F
38,4,100,6869,0,22,F
38,5,50,3681,1,22,F
38,6,50,4445,1,22,F
38,7,100,5543,1,22,F
38,8,0,1777,1,22,F
38,9,150,5481,1,22,F
38,11,50,5270,1,22,F
38,12,0,3679,1,22,F
38,13,0,1741,1,22,F
38,14,100,4772,1,22,F
38,15,100,4231,1,22,F
38,16,50,3961,1,22,F
38,17,100,5735,1,22,F
38,18,150,3276,1,22,F
38,19,50,4374,1,22,F
38,20,50,2258,1,22,F
38,21,100,4610,1,22,F
38,22,0,1988,1,22,F
38,23,0,1749,1,22,F
38,24,150,4943,1,22,F
38,25,150,4529,1,22,F
38,26,50,5816,1,22,F
38,27,50,3954,1,22,F
38,28,100,3608,1,22,F
38,29,0,1232,1,22,F
38,30,0,3805,1,22,F
38,31,150,4914,1,22,F
38,32,100,4181,1,22,F
38,33,50,4069,1,22,F
38,34,100,5593,1,22,F
38,35,150,6309,1,22,F
38,36,0,4177,1,22,F
38,37,100,4810,0,22,F
38,38,150,3902,1,22,F
38,39,0,1270,1,22,F
38,40,50,3336,1,22,F
38,41,150,4068,1,22,F
38,42,0,2885,1,22,F
38,43,100,6108,1,22,F
38,44,150,2916,1,22,F
38,45,50,3730,1,22,F
38,46,100,3618,1,22,F
38,47,0,1489,1,22,F
38,48,50,2137,1,22,F
38,49,100,3385,1,22,F
38,50,150,3220,1,22,F
38,51,0,1235,1,22,F
38,52,0,2685,1,22,F
38,53,100,2935,1,22,F
38,54,50,1827,1,22,F
38,55,150,3110,1,22,F
38,56,50,2859,1,22,F
38,57,150,2588,1,22,F
38,58,100,3632,1,22,F
38,59,150,2770,1,22,F
38,60,100,4151,1,22,F
38,61,0,1562,1,22,F
38,62,0,2400,1,22,F
38,63,50,1874,1,22,F
38,64,50,2241,1,22,F
38,65,150,3210,1,22,F
38,66,0,1549,1,22,F
38,67,150,3147,1,22,F
38,68,0,2207,1,22,F
38,69,50,4027,1,22,F
38,70,50,1619,1,22,F
38,71,100,2045,1,22,F
38,72,100,3593,1,22,F
38,73,100,1611,1,22,F
38,74,100,3588,1,22,F
38,75,150,3326,0,22,F
38,76,0,3118,1,22,F
38,77,0,2004,1,22,F
38,78,50,2622,1,22,F
38,79,50,1725,1,22,F
38,80,150,2743,0,22,F
38,81,50,2052,1,22,F
38,82,0,1220,1,22,F
38,83,150,2862,1,22,F
38,84,50,2839,1,22,F
38,85,100,2992,1,22,F
38,86,0,2417,1,22,F
38,87,150,3942,1,22,F
38,88,100,4498,1,22,F
38,89,100,4884,1,22,F
38,90,50,1985,1,22,F
38,91,0,1197,1,22,F
38,92,150,2430,1,22,F
38,93,150,2561,0,22,F
38,94,50,2523,1,22,F
38,95,100,2172,1,22,F
38,96,0,3999,1,22,F
31,1,0,1550,1,26,M
31,2,150,2543,0,26,M
31,3,150,3691,1,26,M
31,4,100,5219,1,26,M
31,5,50,2847,1,26,M
31,6,50,3319,1,26,M
31,7,100,5294,1,26,M
31,8,0,1291,1,26,M
31,9,150,6158,1,26,M
31,10,150,4976,1,26,M
31,11,50,5118,1,26,M
31,12,0,3166,1,26,M
31,13,0,1256,1,26,M
31,14,100,4410,1,26,M
31,16,50,2442,1,26,M
31,17,100,7294,1,26,M
31,18,150,7374,1,26,M
31,20,50,4346,1,26,M
31,21,100,3773,1,26,M
31,22,0,2607,1,26,M
31,23,0,1211,1,26,M
31,24,150,4169,0,26,M
31,25,150,4291,1,26,M
31,26,50,2969,1,26,M
31,27,50,6448,0,26,M
31,28,100,2913,1,26,M
31,29,0,1429,1,26,M
31,30,0,3336,1,26,M
31,31,150,4685,1,26,M
31,32,100,5126,1,26,M
31,33,50,3500,1,26,M
31,34,100,2916,1,26,M
31,35,150,5787,0,26,M
31,36,0,1894,1,26,M
31,37,100,2494,1,26,M
31,38,150,5402,0,26,M
31,39,0,1504,1,26,M
31,40,50,1518,1,26,M
31,41,150,3580,1,26,M
31,42,0,1848,1,26,M
31,43,100,4499,1,26,M
31,44,150,4698,1,26,M
31,45,50,1610,1,26,M
31,47,0,1442,1,26,M
31,48,50,2603,1,26,M
31,49,100,2779,1,26,M
31,50,150,3532,1,26,M
31,51,0,1248,1,26,M
31,52,0,2111,1,26,M
31,53,100,4562,1,26,M
31,54,50,1459,1,26,M
31,55,150,5263,1,26,M
31,56,50,3996,1,26,M
31,57,150,3937,1,26,M
31,58,100,3879,1,26,M
31,59,150,5681,1,26,M
31,60,100,4022,1,26,M
31,61,0,1368,1,26,M
31,62,0,3966,1,26,M
31,63,50,1617,1,26,M
31,64,50,2876,1,26,M
31,65,150,4212,1,26,M
31,66,0,1004,1,26,M
31,67,150,4978,0,26,M
31,68,0,3877,1,26,M
31,69,50,1590,1,26,M
31,70,50,2986,1,26,M
31,71,100,7299,0,26,M
31,72,100,3338,1,26,M
31,74,100,2945,1,26,M
31,75,150,3743,1,26,M
31,76,0,2354,1,26,M
31,77,0,1687,1,26,M
31,78,50,6769,1,26,M
31,79,50,2139,1,26,M
31,80,150,2609,0,26,M
31,81,50,5357,0,26,M
31,82,0,1081,1,26,M
31,83,150,4818,1,26,M
31,84,50,2922,1,26,M
31,85,100,5705,1,26,M
31,86,0,3559,1,26,M
31,87,150,5294,0,26,M
31,88,100,6204,1,26,M
31,89,100,4347,0,26,M
31,90,50,4469,1,26,M
31,91,0,884,1,26,M
31,92,150,3982,1,26,M
31,93,150,4601,1,26,M
31,94,50,1596,1,26,M
31,95,100,5137,0,26,M
31,96,0,2070,1,26,M
10,1,0,4593,1,20,F
10,2,150,5214,1,20,F
10,3,150,3745,1,20,F
10,5,50,3367,0,20,F
10,6,50,3203,1,20,F
10,7,100,6480,1,20,F
10,8,0,1331,1,20,F
10,9,150,6014,1,20,F
10,10,150,3622,0,20,F
10,11,50,4031,1,20,F
10,12,0,1379,1,20,F
10,13,0,1812,1,20,F
10,14,100,3465,1,20,F
10,15,100,5930,1,20,F
10,18,150,2982,0,20,F
10,19,50,1994,1,20,F
10,20,50,1578,1,20,F
10,21,100,4534,1,20,F
10,22,0,1380,1,20,F
10,23,0,1687,1,20,F
10,24,150,2509,1,20,F
10,25,150,2556,1,20,F
10,26,50,5280,1,20,F
10,28,100,3946,0,20,F
10,29,0,1000,1,20,F
10,30,0,1686,1,20,F
10,31,150,3598,0,20,F
10,32,100,4577,1,20,F
10,33,50,3717,1,20,F
10,34,100,6542,0,20,F
10,35,150,6042,0,20,F
10,36,0,1827,1,20,F
10,37,100,4686,1,20,F
10,38,150,5282,0,20,F
10,39,0,1357,1,20,F
10,40,50,4601,1,20,F
10,41,150,3516,1,20,F
10,42,0,3220,1,20,F
10,43,100,7454,1,20,F
10,44,150,5791,0,20,F
10,45,50,1692,1,20,F
10,46,100,4066,1,20,F
10,47,0,1034,1,20,F
10,48,50,2836,1,20,F
10,49,100,1924,1,20,F
10,50,150,4835,1,20,F
10,51,0,932,1,20,F
10,52,0,1762,1,20,F
10,53,100,5567,0,20,F
10,54,50,1586,1,20,F
10,55,150,4095,0,20,F
10,56,50,1718,1,20,F
10,57,150,2122,1,20,F
10,58,100,6337,1,20,F
10,59,150,4381,1,20,F
10,60,100,6980,0,20,F
10,61,0,1055,1,20,F
10,62,0,1632,1,20,F
10,63,50,1536,1,20,F
10,64,50,1836,1,20,F
10,65,150,2694,1,20,F
10,66,0,1539,1,20,F
10,68,0,2467,1,20,F
10,69,50,3979,1,20,F
10,70,50,1070,1,20,F
10,71,100,3614,1,20,F
10,72,100,6315,1,20,F
10,73,100,4025,1,20,F
10,74,100,4201,1,20,F
10,75,150,5124,1,20,F
10,76,0,5059,1,20,F
10,77,0,1253,1,20,F
10,78,50,3270,1,20,F
10,79,50,4659,1,20,F
10,80,150,4895,0,20,F
10,81,50,3899,1,20,F
10,82,0,1436,1,20,F
10,83,150,2965,1,20,F
10,84,50,5778,1,20,F
10,85,100,6069,0,20,F
10,86,0,2166,1,20,F
10,87,150,5106,0,20,F
10,88,100,4706,1,20,F
10,89,100,5033,1,20,F
10,90,50,3481,1,20,F
10,91,0,929,1,20,F
10,92,150,5382,1,20,F
10,93,150,6668,0,20,F
10,94,50,2171,1,20,F
10,95,100,3234,1,20,F
10,96,0,4008,1,20,F
45,1,0,5198,1,19,F
45,2,150,3703,1,19,F
45,3,150,4895,1,19,F
45,4,100,5536,1,19,F
45,5,50,3168,1,19,F
45,6,50,3126,1,19,F
45,7,100,4942,1,19,F
45,8,0,1280,1,19,F
45,10,150,4062,0,19,F
45,11,50,5499,1,19,F
45,12,0,2635,1,19,F
45,13,0,1202,1,19,F
45,15,100,6238,1,19,F
45,16,50,4655,1,19,F
45,17,100,6725,1,19,F
45,19,50,6283,0,19,F
45,20,50,3455,1,19,F
45,21,100,4449,1,19,F
45,22,0,1958,1,19,F
45,23,0,1410,1,19,F
45,24,150,5135,1,19,F
45,25,150,3766,1,19,F
45,26,50,2657,1,19,F
45,27,50,4546,1,19,F
45,28,100,5440,1,19,F
45,29,0,1061,1,19,F
45,30,0,2993,1,19,F
45,31,150,5763,1,19,F
45,33,50,5121,1,19,F
45,34,100,3672,1,19,F
45,35,150,5297,1,19,F
45,36,0,1124,1,19,F
45,37,100,4935,1,19,F
45,38,150,3730,1,19,F
45,39,0,968,1,19,F
45,40,50,1836,1,19,F
45,41,150,5495,1,19,F
45,42,0,1893,1,19,F
45,43,100,6748,0,19,F
45,44,150,3666,1,19,F
45,45,50,1692,1,19,F
45,46,100,5498,1,19,F
45,47,0,1458,1,19,F
45,48,50,1849,1,19,F
45,49,100,4283,1,19,F
45,50,150,2760,0,19,F
45,51,0,1211,1,19,F
45,52,0,1379,1,19,F
45,53,100,3985,1,19,F
45,54,50,923,1,19,F
45,55,150,4644,1,19,F
45,56,50,1010,1,19,F
45,57,150,1213,1,19,F
45,58,100,2735,1,19,F
45,59,150,3014,1,19,F
45,60,100,3535,1,19,F
45,61,0,1330,1,19,F
45,62,0,1569,1,19,F
45,63,50,1750,1,19,F
45,64,50,2240,1,19,F
45,65,150,3541,1,19,F
45,66,0,944,1,19,F
45,67,150,2662,0,19,F
45,68,0,2166,1,19,F
45,69,50,2164,1,19,F
45,70,50,2325,1,19,F
45,71,100,2012,1,19,F
45,72,100,5041,1,19,F
45,73,100,3097,1,19,F
45,74,100,3519,1,19,F
45,75,150,3997,1,19,F
45,76,0,3071,1,19,F
45,77,0,2017,1,19,F
45,78,50,1773,1,19,F
45,79,50,965,1,19,F
45,80,150,3228,0,19,F
45,81,50,5051,1,19,F
45,82,0,1056,1,19,F
45,83,150,1546,1,19,F
45,84,50,1533,1,19,F
45,85,100,6539,1,19,F
45,86,0,2645,1,19,F
45,87,150,6448,1,19,F
45,88,100,2052,1,19,F
45,89,100,4461,1,19,F
45,90,50,1604,1,19,F
45,91,0,983,1,19,F
45,92,150,3138,1,19,F
45,93,150,4158,1,19,F
45,94,50,1243,1,19,F
45,95,100,1360,1,19,F
45,96,0,4008,1,19,F
14,1,0,1182,1,21,M
14,2,150,1976,1,21,M
14,3,150,1523,1,21,M
14,4,100,1523,1,21,M
14,5,50,2232,1,21,M
14,6,50,1993,1,21,M
14,7,100,1861,1,21,M
14,8,0,1067,1,21,M
14,9,150,2498,1,21,M
14,10,150,1655,1,21,M
14,11,50,2424,1,21,M
14,12,0,1597,1,21,M
14,13,0,1021,1,21,M
14,14,100,2553,1,21,M
14,15,100,1750,1,21,M
14,16,50,1970,1,21,M
14,17,100,1790,1,21,M
14,18,150,1986,1,21,M
14,19,50,1614,1,21,M
14,20,50,1678,1,21,M
14,21,100,1958,1,21,M
14,22,0,1681,1,21,M
14,23,0,1460,1,21,M
14,24,150,2462,1,21,M
14,25,150,1857,1,21,M
14,26,50,1810,1,21,M
14,27,50,1149,1,21,M
14,28,100,2049,1,21,M
14,29,0,1234,1,21,M
14,30,0,1204,1,21,M
14,31,150,2535,0,21,M
14,32,100,2757,1,21,M
14,33,50,1306,1,21,M
14,34,100,2674,1,21,M
14,35,150,1705,1,21,M
14,36,0,1359,1,21,M
14,37,100,3827,1,21,M
14,38,150,1426,1,21,M
14,39,0,1468,1,21,M
14,40,50,1157,1,21,M
14,41,150,1578,1,21,M
14,42,0,1117,1,21,M
14,43,100,1678,1,21,M
14,44,150,1612,0,21,M
14,45,50,1032,1,21,M
14,46,100,1487,1,21,M
14,47,0,1127,1,21,M
14,48,50,1878,1,21,M
14,49,100,1516,1,21,M
14,50,150,1359,1,21,M
14,51,0,1041,1,21,M
14,52,0,1099,1,21,M
14,53,100,1594,1,21,M
14,54,50,1234,1,21,M
14,55,150,1958,1,21,M
14,56,50,1498,1,21,M
14,57,150,1360,1,21,M
14,58,100,2405,0,21,M
14,59,150,1928,1,21,M
14,60,100,1493,0,21,M
14,61,0,906,1,21,M
14,62,0,1907,1,21,M
14,63,50,1270,1,21,M
14,64,50,1078,1,21,M
14,65,150,1488,1,21,M
14,66,0,1016,1,21,M
14,67,150,1272,1,21,M
14,68,0,936,1,21,M
14,69,50,1471,1,21,M
14,70,50,1086,1,21,M
14,71,100,1415,1,21,M
14,72,100,2472,0,21,M
14,73,100,1047,1,21,M
14,74,100,1089,1,21,M
14,75,150,2343,1,21,M
14,76,0,1734,1,21,M
14,77,0,1435,1,21,M
14,78,50,1845,0,21,M
14,79,50,1051,1,21,M
14,80,150,2309,1,21,M
14,81,50,1838,1,21,M
14,82,0,845,1,21,M
14,83,150,1296,1,21,M
14,84,50,2126,1,21,M
14,85,100,1476,1,21,M
14,86,0,1291,1,21,M
14,87,150,2337,1,21,M
14,88,100,1207,1,21,M
14,89,100,2235,1,21,M
14,90,50,1060,1,21,M
14,91,0,852,1,21,M
14,92,150,1403,1,21,M
14,93,150,894,1,21,M
14,94,50,1061,1,21,M
14,95,100,1168,1,21,M
14,96,0,1354,1,21,M
25,1,0,1557,0,28,M
25,2,150,942,1,28,M
25,3,150,1925,1,28,M
25,4,100,1738,0,28,M
25,5,50,1803,1,28,M
25,6,50,1452,1,28,M
25,7,100,2638,0,28,M
25,8,0,1057,1,28,M
25,9,150,2889,0,28,M
25,10,150,1751,1,28,M
25,11,50,2089,1,28,M
25,12,0,1307,1,28,M
25,13,0,780,1,28,M
25,14,100,1334,1,28,M
25,15,100,2008,1,28,M
25,16,50,960,1,28,M
25,17,100,2617,1,28,M
25,18,150,1576,1,28,M
25,19,50,1096,1,28,M
25,20,50,753,1,28,M
25,21,100,1376,1,28,M
25,22,0,727,0,28,M
25,23,0,1101,1,28,M
25,24,150,2024,0,28,M
25,25,150,3342,1,28,M
25,26,50,2179,1,28,M
25,27,50,2593,0,28,M
25,28,100,1385,0,28,M
25,29,0,858,1,28,M
25,30,0,1377,1,28,M
25,31,150,2191,0,28,M
25,32,100,2176,1,28,M
25,33,50,1620,1,28,M
25,34,100,3741,1,28,M
25,35,150,1636,1,28,M
25,36,0,1498,1,28,M
25,37,100,2515,1,28,M
25,38,150,2625,0,28,M
25,39,0,1122,1,28,M
25,40,50,1121,1,28,M
25,41,150,2887,1,28,M
25,42,0,1141,1,28,M
25,43,100,1797,0,28,M
25,44,150,2008,1,28,M
25,45,50,1265,1,28,M
25,46,100,1765,1,28,M
25,47,0,791,1,28,M
25,48,50,1806,1,28,M
25,49,100,2403,1,28,M
25,50,150,2147,1,28,M
25,51,0,1312,1,28,M
25,52,0,1077,1,28,M
25,53,100,2701,1,28,M
25,54,50,1395,1,28,M
25,55,150,1694,0,28,M
25,56,50,1220,1,28,M
25,57,150,791,1,28,M
25,58,100,1663,1,28,M
25,59,150,1883,1,28,M
25,60,100,1367,0,28,M
25,61,0,884,1,28,M
25,62,0,1410,1,28,M
25,63,50,1050,1,28,M
25,64,50,867,1,28,M
25,65,150,1748,1,28,M
25,66,0,936,1,28,M
25,67,150,1879,1,28,M
25,68,0,921,1,28,M
25,69,50,1681,1,28,M
25,70,50,1305,1,28,M
25,71,100,1749,1,28,M
